trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
43894	9373	0	6	4	3	6	1	1.0	2	2013	10	15	2	20.83333333	38	1	0	0	1874	0.530555556	0.1694444439999999	0.165555556	0.0	0.094444444	0.0	0	0.127222222	1.5	0.36	0.0	0.1441049999999999
43895	9373	1	2	1	3	6	3	0.0	2	2013	10	15	2	17.33333333	15	1	0	0	579	0.139444444	0.041944444	0.086388889	0.0	0.016666667	0.0	0	0.039722222	0.0	0.1	0.0	0.41958
43898	9374	0	1	1	1	1	1	1.0	2	2013	10	15	2	20.66666667	27	1	0	2	1120	0.311944444	0.108611111	0.054722222	0.0	0.12	0.0	0	0.100833333	1.5	0.27	0.0	0.0606061
43917	9378	1	3	4	3	1	1	1.0	2	2013	10	15	2	13.0	43	1	1	1	917	0.346111111	0.13	0.206666667	0.0	0.066388889	0.0	0	0.120833333	1.5	0.35	0.0	0.0988506
43923	9379	1	2	3	3	6	1	1.0	2	2013	10	15	2	15.25	30	1	0	0	21782	5.0075	1.581944444	0.068611111	0.783333333	0.068611111	0.2	2	1.341944444	4.3	4.65	0.0	0.5858
43946	9387	0	1	3	1	6	1	1.0	2	2013	10	16	3	18.0	41	0	1	0	20075	4.773333333	1.513611111	0.133888889	0.2666666669999999	0.4175	0.2666666669999999	2	1.215833333	8.09	3.34	0.0	0.498058
43957	9391	0	0	1	3	1	5	0.0	2	2013	10	16	3	8.75	65	1	1	1	955	0.221944444	0.088333333	0.135833333	0.0	0.0375	0.0	0	0.1216666669999999	0.0	0.32	0.0	0.3584469999999999
43973	9393	3	1	3	2	1	2	0.0	2	2013	10	16	3	16.0	17	0	0	1	12732	2.947222222	0.886944444	0.2144444439999999	0.45	0.0	0.1166666669999999	1	0.935277778	2.6	2.37	10.5	0.696466
44041	9412	0	1	4	5	2	1	1.0	2	2013	10	17	4	13.0	33	1	1	2	3421	0.796111111	0.275555556	0.121944444	0.183333333	0.0	0.0	0	0.253055556	1.5	0.65	0.0	0.327113
44079	9421	0	0	3	1	6	1	1.0	2	2013	10	17	4	8.0	30	1	1	0	3574	0.885	0.263055556	0.068611111	0.0	0.450555556	0.0	0	0.270833333	1.5	0.74	0.0	0.443077
44085	9422	1	1	3	5	1	1	1.0	2	2013	10	17	4	17.5	30	1	1	1	6633	1.624722222	0.578055556	0.194166667	0.316666667	0.0	0.0	0	0.611111111	2.9	1.41	10.5	0.734545
44128	9431	1	1	4	1	1	1	1.0	2	2013	10	18	5	15.0	43	0	1	2	5168	1.205	0.359444444	0.243611111	0.0	0.36	0.0	0	0.325277778	1.5	0.92	0.0	0.1468829999999999
44149	9434	4	1	3	2	6	3	0.0	2	2013	10	18	5	15.0	13	0	0	0	2879	0.778055556	0.214722222	0.081111111	0.0	0.313888889	0.132777778	1	0.2069444439999999	0.0	0.66	0.0	0.35302
44155	9435	0	1	4	3	1	1	1.0	2	2013	10	18	5	22.5	33	1	1	2	10216	2.267222222	0.557222222	0.140555556	0.333333333	0.235277778	0.083333333	1	0.329722222	3.4	1.41	0.0	0.0918281
44212	9444	0	5	4	3	2	1	1.0	2	2013	10	19	6	12.0	51	0	1	2	793	0.229722222	0.0825	0.096111111	0.0	0.0525	0.0	0	0.093333333	1.5	0.18	0.0	0.220238
44243	9448	0	0	4	3	1	5	0.0	2	2013	10	19	6	14.75	65	1	1	2	1573	0.4075	0.1180555559999999	0.1625	0.0	0.133611111	0.0	0	0.113888889	0.0	0.31	0.0	0.2195119999999999
44267	9456	1	0	4	3	1	5	0.0	2	2013	10	20	7	6.0	64	1	1	1	6201	1.5169444440000002	0.4377777779999999	0.151944444	0.0	0.344722222	0.148055556	1	0.270833333	0.0	0.95	0.0	0.172308
44306	9464	0	2	3	3	6	1	1.0	2	2013	10	20	7	22.0	21	1	0	1	3072	0.7455555559999999	0.2094444439999999	0.116111111	0.0	0.162222222	0.0	0	0.128611111	1.5	0.53	0.0	0.0712743
44316	9466	0	5	4	3	2	1	1.0	2	2013	10	20	7	15.03333333	51	1	1	2	1734	0.4058333329999999	0.1447222219999999	0.1186111109999999	0.0	0.159722222	0.0	0	0.144444444	1.5	0.27	0.0	0.357692
44331	9467	1	0	4	3	2	1	1.0	2	2013	10	20	7	10.75	34	0	1	1	915	0.294166667	0.097777778	0.2175	0.0	0.038055556	0.0	0	0.068333333	1.5	0.17	0.0	0.134146
44387	9482	0	0	3	1	2	1	1.0	2	2013	10	21	1	7.5	43	1	1	1	22635	5.405555556	1.656944444	0.170833333	0.833333333	0.081944444	0.1166666669999999	1	1.2775	5.4	3.3	0.0	0.714503
44388	9482	0	1	3	1	2	1	1.0	2	2013	10	21	1	16.5	43	1	1	1	22635	5.376388888999999	1.6088888890000002	0.151111111	0.8	0.073888889	0.15	1	1.054722222	5.4	3.43	0.0	0.572557
44422	9488	0	10	4	3	1	5	0.0	2	2013	10	22	2	22.6	81	1	1	2	1604	0.365833333	0.109166667	0.200833333	0.0	0.1066666669999999	0.0	0	0.0886111109999999	0.0	0.28	0.0	0.031348
44427	9489	1	1	3	2	1	2	0.0	2	2013	10	22	2	13.5	17	0	0	2	2270	0.495555556	0.153611111	0.0608333329999999	0.0	0.207777778	0.0	0	0.142777778	0.0	0.46	0.0	0.4027239999999999
44433	9491	0	1	1	3	6	1	1.0	2	2013	10	22	2	16.0	34	1	0	0	565	0.165	0.048333333	0.0608333329999999	0.0	0.054166667	0.0	0	0.041388889	1.5	0.11	0.0	0.161074
44480	9500	1	1	4	1	2	1	1.0	2	2013	10	22	2	16.0	50	0	1	1	4908	1.221388889	0.403611111	0.255833333	0.166666667	0.124166667	0.0736111109999999	1	0.411388889	4.0	0.87	0.0	0.39973
44497	9503	0	0	1	3	6	1	1.0	2	2013	10	22	2	16.0	23	1	1	0	819	0.190277778	0.07	0.058888889	0.0	0.074722222	0.0	0	0.064722222	1.5	0.18	0.0	0.107296
44511	9506	6	0	4	4	2	1	1.0	2	2013	10	23	3	7.0	29	0	1	1	16500	3.846944444	1.177222222	0.291388889	0.65	0.0	0.15	1	0.957777778	6.7	2.47	0.0	0.592807
44528	9511	0	1	4	2	1	1	1.0	2	2013	10	23	3	8.833333332999999	40	1	1	1	1422	0.430555556	0.132777778	0.1888888889999999	0.0	0.05	0.0	0	0.081111111	1.5	0.27	0.0	0.0719178
44574	9524	0	0	1	3	6	1	1.0	2	2013	10	23	3	13.5	40	0	1	2	2176	0.525833333	0.168888889	0.070277778	0.0	0.135	0.0	0	0.1625	1.5	0.43	0.0	0.181197
44624	9533	0	0	4	4	2	1	1.0	2	2013	10	24	4	6.5	54	0	1	2	9739	2.1125	0.561111111	0.0430555559999999	0.183333333	0.5	0.1	1	0.343055556	3.0	1.18	0.0	0.334413
44627	9533	0	3	3	4	2	1	1.0	2	2013	10	24	4	15.0	54	0	1	2	4156	1.015555556	0.307222222	0.029444444	0.333333333	0.0	0.0	0	0.309444444	1.5	0.77	0.0	0.244165
44653	9538	1	0	3	1	1	1	1.0	2	2013	10	24	4	7.0	58	1	1	1	20297	5.040833333	1.423611111	0.365833333	0.466666667	0.0	0.133333333	1	1.0275	5.09	3.28	10.5	0.574209
44658	9540	0	0	1	1	1	1	1.0	2	2013	10	24	4	8.5	58	1	1	1	1476	0.3927777779999999	0.107777778	0.071388889	0.0	0.1	0.0	0	0.1072222219999999	1.5	0.31	0.0	0.0621761999999999
44683	9545	0	4	3	3	2	1	1.0	2	2013	10	24	4	19.25	39	0	1	1	19491	4.505	1.348333333	0.136944444	0.7333333329999999	0.3533333329999999	0.083333333	1	1.160277778	4.3	3.24	0.0	0.505626
44691	9547	0	0	4	3	1	5	0.0	2	2013	10	25	5	11.0	87	0	1	2	979	0.252222222	0.0855555559999999	0.107777778	0.0	0.063888889	0.0	0	0.0925	0.0	0.23	0.0	0.192192
44704	9550	1	1	1	5	6	1	1.0	2	2013	10	25	5	14.0	32	1	0	0	747	0.187777778	0.090277778	0.1166666669999999	0.0	0.05	0.0	0	0.1225	1.5	0.27	10.5	0.730159
44708	9551	0	1	4	1	1	1	1.0	2	2013	10	25	5	17.0	50	0	1	2	2073	0.591944444	0.2125	0.1975	0.0	0.2	0.0	0	0.251111111	1.5	0.67	0.0	0.367257
44712	9553	1	1	1	5	2	3	0.0	2	2013	10	25	5	14.41666667	15	1	0	2	563	0.185277778	0.0625	0.071666667	0.0	0.066666667	0.0	0	0.075	0.0	0.15	0.0	0.174074
44719	9555	1	3	1	3	6	2	0.0	2	2013	10	25	5	18.5	17	0	0	0	921	0.268333333	0.0847222219999999	0.099444444	0.0	0.0611111109999999	0.0	0	0.083611111	0.0	0.19	0.0	0.574751
44743	9563	1	0	1	3	2	1	1.0	2	2013	10	25	5	13.0	39	1	0	1	495	0.1180555559999999	0.0275	0.0825	0.0	0.017777778	0.0	0	0.069166667	1.5	0.09	0.0	0.341365
44749	9565	0	0	3	3	6	5	0.0	2	2013	10	25	5	9.0	37	0	1	0	4186	1.095277778	0.342222222	0.213611111	0.0	0.416111111	0.0	0	0.2825	0.0	0.76	0.0	0.256637
44779	9569	0	1	1	3	1	5	0.0	2	2013	10	25	5	9.0	82	0	1	1	1149	0.313611111	0.1025	0.098888889	0.0	0.142777778	0.0	0	0.109444444	0.0	0.28	0.0	0.335025
44826	9577	1	3	4	4	2	1	1.0	2	2013	10	26	6	14.5	57	0	1	1	859	0.259166667	0.075555556	0.185555556	0.0	0.041666667	0.0	0	0.0736111109999999	1.5	0.19	0.0	0.260377
44841	9578	0	5	1	3	2	1	1.0	2	2013	10	26	6	23.5	56	0	1	2	485	0.162777778	0.0586111109999999	0.089444444	0.0	0.015277778	0.0	0	0.043888889	1.5	0.1	0.0	0.21519
44874	9586	0	7	3	5	1	1	1.0	2	2013	10	26	6	18.08333333	36	1	1	2	3638	0.975	0.34	0.096111111	0.2166666669999999	0.0	0.0	0	0.3483333329999999	2.4	0.84	0.0	0.8421049999999999
44880	9587	0	3	3	3	6	1	1.0	2	2013	10	27	7	21.0	39	0	1	0	8450	1.916666667	0.640277778	0.049166667	0.0	0.652222222	0.0	0	0.330277778	1.5	1.1	0.0	0.375946
44953	9603	2	7	4	5	2	2	0.0	2	2013	10	28	1	14.5	17	0	0	2	6836	1.5655555559999998	0.466666667	0.073055556	0.0	0.359444444	0.0	0	0.315833333	0.0	1.2	0.0	0.190853
44969	9606	2	2	3	1	1	1	1.0	2	2013	10	28	1	13.0	25	0	1	1	5952	1.411388889	0.428888889	0.133888889	0.0	0.366666667	0.0	0	0.2463888889999999	1.5	0.88	0.0	0.303269
45025	9619	1	0	4	3	1	1	1.0	2	2013	10	29	2	10.0	28	1	1	1	8641	2.053055556	0.625	0.101944444	0.0	0.743888889	0.322777778	2	0.361111111	4.5	1.36	0.0	0.163077
45044	9625	0	1	4	3	1	5	0.0	2	2013	10	29	2	22.25	66	1	1	1	3238	0.831666667	0.249444444	0.326944444	0.05	0.0	0.0	0	0.173611111	0.0	0.73	0.0	0.0576
45174	9651	0	1	4	5	1	1	1.0	2	2013	10	31	4	9.5	29	0	1	2	7646	1.7483333330000002	0.505277778	0.151666667	0.0	0.464444444	0.0	0	0.347777778	1.5	1.14	0.0	0.174121
45197	9660	1	1	4	5	1	5	0.0	2	2013	11	1	5	10.0	68	1	1	1	2362	0.5675	0.183611111	0.016666667	0.0	0.2097222219999999	0.0	0	0.1030555559999999	0.0	0.35	0.0	0.307278
45214	9661	4	2	4	3	1	1	1.0	2	2013	11	1	5	2.0	18	1	0	1	6168	1.4938888890000002	0.567222222	0.254166667	0.0	0.3375	0.0	0	0.226944444	1.5	0.93	0.0	0.0342716999999999
45240	9672	0	0	3	1	6	1	1.0	2	2013	11	1	5	9.5	24	0	0	0	9281	2.1675	0.682222222	0.331944444	0.4	0.0	0.0	0	0.620833333	2.8	1.46	10.5	0.617002
45244	9673	1	2	3	3	1	1	1.0	2	2013	11	1	5	19.75	32	0	1	1	11585	2.609444444	0.845833333	0.054166667	0.316666667	0.142777778	0.133333333	1	0.809444444	3.9	2.37	0.0	0.598147
45282	9678	1	2	4	3	1	5	0.0	2	2013	11	2	6	13.0	37	0	1	1	7751	1.785555556	0.5197222220000001	0.1875	0.0	0.5166666670000001	0.0	0	0.452222222	0.0	1.32	0.0	0.293612
45328	9689	1	1	4	3	2	5	0.0	2	2013	11	3	7	15.5	64	0	1	2	3183	0.968055556	0.353055556	0.217222222	0.0	0.2691666669999999	0.0875	1	0.163055556	0.0	0.55	0.0	0.199319
45332	9690	1	1	2	1	6	1	1.0	2	2013	11	3	7	1.0	42	0	0	0	9437	2.388611111	0.732777778	0.229722222	0.0	0.590833333	0.0	0	0.377222222	1.5	1.48	0.0	0.179676
45333	9691	1	1	1	3	6	1	1.0	2	2013	11	3	7	14.5	38	0	0	0	727	0.197222222	0.076944444	0.081111111	0.0	0.026111111	0.0	0	0.052222222	1.5	0.13	0.0	0.175532
45359	9701	0	3	1	3	2	1	1.0	2	2013	11	3	7	13.5	50	0	1	2	1424	0.375833333	0.179166667	0.1916666669999999	0.0	0.109722222	0.0	0	0.185277778	1.5	0.39	0.0	0.529235
45429	9717	0	3	4	4	1	1	1.0	2	2013	11	5	2	14.5	32	1	1	1	854	0.2166666669999999	0.08	0.1825	0.0	0.033888889	0.0	0	0.052777778	1.5	0.16	0.0	0.0315789
45437	9717	3	2	1	2	1	5	0.0	2	2013	11	5	2	15.33333333	7	1	0	1	508	0.17	0.046388889	0.0586111109999999	0.0	0.066666667	0.0	0	0.0313888889999999	0.0	0.11	0.0	0.0
45457	9720	4	1	3	2	2	5	0.0	2	2013	11	5	2	15.33333333	5	1	0	1	2048	0.536388889	0.135	0.134444444	0.0	0.184722222	0.0	0	0.1475	0.0	0.33	0.0	0.350282
45469	9722	2	3	3	3	2	3	0.0	2	2013	11	5	2	22.0	14	0	0	1	3137	0.712777778	0.199722222	0.277777778	0.066666667	0.0	0.0	0	0.173055556	0.75	0.6	0.0	0.215088
45498	9728	0	0	1	3	6	1	1.0	2	2013	11	6	3	13.0	26	1	1	0	1609	0.3575	0.139444444	0.0675	0.0	0.146944444	0.0	0	0.1047222219999999	1.5	0.27	0.0	0.424403
45510	9730	0	1	1	3	6	1	1.0	2	2013	11	6	3	16.75	21	0	1	0	873	0.229166667	0.063888889	0.12	0.0	0.0855555559999999	0.0	0	0.07	1.5	0.16	0.0	0.166667
45512	9731	0	5	1	2	1	4	1.0	2	2013	11	6	3	17.33333333	35	1	1	1	1036	0.240555556	0.099722222	0.048333333	0.0	0.0866666669999999	0.0	0	0.073333333	1.5	0.18	0.0	0.325758
45521	9733	0	1	4	5	1	1	1.0	2	2013	11	6	3	8.7	26	1	1	2	3078	0.8425	0.231666667	0.421388889	0.0	0.2	0.0	0	0.146666667	1.5	0.52	0.0	0.140152
45533	9736	1	1	3	1	6	1	1.0	2	2013	11	6	3	17.5	26	1	0	0	13023	3.1358333330000003	0.913611111	0.113055556	0.583333333	0.0	0.0	0	1.080277778	3.3	2.72	10.5	0.679095
45540	9737	1	1	3	1	6	1	1.0	2	2013	11	6	3	17.0	37	0	1	0	5108	1.222777778	0.3933333329999999	0.047777778	0.0	0.3375	0.0	0	0.203055556	1.5	0.75	0.0	0.28591
45555	9741	0	7	1	3	1	1	1.0	2	2013	11	6	3	22.5	36	0	1	1	682	0.147777778	0.0375	0.011666667	0.0	0.036111111	0.0	0	0.026388889	1.5	0.09	0.0	0.2
45562	9742	1	1	4	3	6	1	1.0	2	2013	11	6	3	17.0	60	0	1	0	794	0.233888889	0.094166667	0.140833333	0.0	0.067222222	0.0	0	0.11	1.5	0.23	10.5	0.44697
45602	9749	0	1	3	4	6	1	1.0	2	2013	11	7	4	22.5	32	1	1	0	7636	1.738055556	0.580277778	0.1175	0.233333333	0.226666667	0.1566666669999999	1	0.263611111	3.9	0.99	0.0	0.283456
45623	9754	2	0	3	3	1	1	1.0	2	2013	11	7	4	11.0	37	0	1	1	6193	1.503888889	0.443333333	0.454444444	0.2166666669999999	0.0	0.0	0	0.3702777779999999	2.1	1.13	0.0	0.171793
45633	9755	1	1	2	4	6	1	1.0	2	2013	11	7	4	16.5	42	0	1	0	6526	1.6411111109999998	0.715833333	0.1725	0.0	0.6	0.1	1	0.3938888889999999	3.0	1.12	0.0	0.395628
45637	9756	0	1	3	3	6	1	1.0	2	2013	11	7	4	13.0	40	1	0	0	2130	0.565	0.211388889	0.116111111	0.0	0.184166667	0.0	0	0.19	1.5	0.48	0.0	0.374269
45655	9760	1	1	1	2	6	5	0.0	2	2013	11	7	4	15.31666667	6	1	0	0	593	0.1794444439999999	0.049722222	0.1266666669999999	0.0	0.015555556	0.0	0	0.0502777779999999	0.0	0.12	0.0	0.497238
45668	9761	2	4	4	5	1	5	0.0	2	2013	11	8	5	19.0	9	1	0	1	1665	0.480555556	0.2019444439999999	0.2463888889999999	0.0	0.05	0.0	0	0.143055556	0.0	0.39	0.0	0.124272
45682	9763	3	1	1	5	6	3	0.0	2	2013	11	8	5	11.58333333	13	0	0	0	879	0.262777778	0.086944444	0.133333333	0.0	0.066666667	0.0	0	0.068888889	0.0	0.18	0.0	0.0
45691	9764	2	1	3	2	1	3	0.0	2	2013	11	8	5	15.5	12	0	0	1	2443	0.628611111	0.1625	0.151388889	0.0	0.181666667	0.0	0	0.166388889	0.0	0.5	0.0	0.066778
45700	9767	0	2	4	5	1	1	1.0	2	2013	11	8	5	16.5	43	0	1	2	497	0.1266666669999999	0.06	0.054722222	0.0	0.028333333	0.0	0	0.1375	1.5	0.36	0.0	0.375758
45721	9768	1	2	3	1	2	1	1.0	2	2013	11	8	5	18.33333333	37	0	1	1	6862	1.6075	0.508888889	0.073055556	0.0	0.7836111109999999	0.0	0	0.468055556	1.5	1.51	0.0	0.458754
45762	9781	0	1	1	3	6	5	0.0	2	2013	11	9	6	19.41666667	48	1	1	0	299	0.1555555559999999	0.049444444	0.066111111	0.0	0.013333333	0.0	0	0.049722222	0.0	0.11	0.0	0.0167598
45822	9796	1	0	1	3	6	5	0.0	2	2013	11	10	7	17.0	64	0	0	0	1278	0.301111111	0.1541666669999999	0.0991666669999999	0.033333333	0.0	0.0	0	0.126388889	0.0	0.25	0.0	0.654945
45828	9797	0	4	4	1	6	1	1.0	2	2013	11	10	7	18.41666667	48	1	1	1	1959	0.5691666670000001	0.228333333	0.308611111	0.0	0.066666667	0.0	0	0.1197222219999999	1.5	0.37	0.0	0.1067289999999999
45830	9797	3	3	4	3	2	1	0.0	2	2013	11	10	7	17.25	18	0	0	1	3427	0.976666667	0.360555556	0.221944444	0.0	0.3	0.1	1	0.172777778	0.0	0.61	0.0	0.085209
45846	9800	1	1	1	4	6	1	1.0	2	2013	11	10	7	14.0	27	1	1	0	602	0.1925	0.066666667	0.075555556	0.0	0.038333333	0.0	0	0.128055556	1.5	0.2	0.0	0.522777
45859	9803	0	0	3	3	1	1	1.0	2	2013	11	11	1	11.0	53	1	0	1	2702	0.679722222	0.241111111	0.1397222219999999	0.0	0.157222222	0.0	0	0.151944444	1.5	0.45	0.0	0.204753
45860	9803	0	2	3	3	1	1	1.0	2	2013	11	11	1	12.5	53	1	0	1	2866	0.7355555559999999	0.251388889	0.101388889	0.0	0.179722222	0.0	0	0.1719444439999999	1.5	0.53	0.0	0.177706
45867	9806	0	0	3	1	6	1	1.0	2	2013	11	11	1	11.0	24	0	1	0	3609	0.771388889	0.214166667	0.1005555559999999	0.0	0.316666667	0.0	0	0.195833333	1.5	0.66	0.0	0.392908
45874	9809	1	2	1	2	1	1	1.0	2	2013	11	11	1	15.0	42	1	0	1	755	0.237777778	0.105555556	0.137222222	0.0	0.049722222	0.0	0	0.065277778	1.5	0.2	0.0	0.221277
45886	9810	0	0	3	3	6	1	1.0	2	2013	11	11	1	10.0	37	1	0	0	5670	1.354166667	0.470277778	0.2216666669999999	0.0	0.366666667	0.0	0	0.3291666669999999	1.5	1.03	0.0	0.36962
45895	9812	1	2	1	2	1	1	1.0	2	2013	11	11	1	9.75	45	1	1	2	2877	0.707777778	0.203611111	0.189722222	0.0	0.192777778	0.093333333	1	0.183611111	3.0	0.55	0.0	0.205749
45905	9812	3	4	4	3	1	3	0.0	2	2013	11	11	1	19.03333333	12	0	0	2	1285	0.298055556	0.0922222219999999	0.169166667	0.0	0.049166667	0.0	0	0.090277778	0.0	0.25	0.0	0.243077
45907	9813	0	1	1	5	1	1	1.0	2	2013	11	11	1	10.71666667	41	1	1	1	421	0.108888889	0.040555556	0.021666667	0.0	0.049444444	0.0	0	0.0586111109999999	1.5	0.12	0.0	0.2227489999999999
45911	9814	0	2	3	5	1	1	1.0	2	2013	11	12	2	10.5	57	1	0	1	757	0.241111111	0.118888889	0.078888889	0.0	0.05	0.0	0	0.076666667	1.5	0.19	0.0	0.0181159
45919	9815	0	1	3	1	1	1	1.0	2	2013	11	12	2	18.5	45	0	1	2	10181	2.491944444	0.868888889	0.203055556	0.2666666669999999	0.351388889	0.261111111	2	0.617777778	6.3	1.78	0.0	0.567896
45921	9816	1	1	4	1	6	1	1.0	2	2013	11	12	2	18.16666667	39	0	1	0	4009	0.903611111	0.238888889	0.329722222	0.0	0.226666667	0.0	0	0.173888889	1.5	0.58	0.0	0.231629
45980	9824	1	9	4	1	1	1	1.0	2	2013	11	12	2	17.0	34	0	1	1	2310	0.541944444	0.153333333	0.212777778	0.0	0.233333333	0.0	0	0.203888889	1.5	0.53	0.0	0.333787
45983	9824	2	2	4	2	1	5	0.0	2	2013	11	12	2	15.53333333	7	1	0	1	846	0.2213888889999999	0.072222222	0.1719444439999999	0.0	0.05	0.0	0	0.102777778	0.0	0.22	0.0	0.451351
46018	9830	0	1	3	5	6	1	1.0	2	2013	11	13	3	16.08333333	38	1	0	0	1514	0.360555556	0.138055556	0.1155555559999999	0.083333333	0.0	0.0	0	0.2	1.7	0.51	0.0	0.2263889999999999
46026	9831	0	0	2	4	1	4	0.5	2	2013	11	13	3	9.333333333	22	1	1	1	1236	0.3483333329999999	0.133611111	0.195277778	0.0	0.056666667	0.0	0	0.096944444	0.75	0.27	0.0	0.206304
46043	9833	1	1	3	2	1	2	0.0	2	2013	11	13	3	14.41666667	17	0	0	2	5480	1.217777778	0.340555556	0.1675	0.0	0.251111111	0.0	0	0.2263888889999999	0.0	0.78	0.0	0.222086
46047	9834	1	1	4	1	1	1	1.0	2	2013	11	13	3	22.25	51	0	1	1	8709	2.320833333	0.7161111109999999	0.080277778	0.0	0.553055556	0.113611111	1	0.270555556	3.0	1.69	0.0	0.227926
46063	9836	1	1	4	4	1	5	0.0	2	2013	11	13	3	10.16666667	64	1	1	1	4777	1.214722222	0.354722222	0.180833333	0.0	0.35	0.0	0	0.311388889	0.0	0.93	0.0	0.403211
46065	9836	1	3	1	5	1	5	0.0	2	2013	11	13	3	18.0	64	1	1	1	1286	0.357777778	0.160277778	0.2069444439999999	0.1	0.0	0.0	0	0.224722222	0.0	0.49	10.5	0.5982689999999999
46100	9845	0	0	1	3	6	1	1.0	2	2013	11	13	3	8.0	32	1	0	0	1366	0.365833333	0.105	0.265833333	0.0	0.098611111	0.0	0	0.1325	1.5	0.29	0.0	0.0566038
46127	9850	2	2	4	3	1	4	0.0	2	2013	11	14	4	17.0	18	1	0	1	3722	0.8394444440000001	0.2319444439999999	0.099722222	0.0	0.293055556	0.0	0	0.252777778	0.0	0.65	0.0	0.19011
46236	9875	1	6	4	3	1	1	1.0	2	2013	11	15	5	20.83333333	41	0	1	2	2297	0.600833333	0.190277778	0.0975	0.0	0.347777778	0.0	0	0.134722222	1.5	0.42	0.0	0.115464
46296	9892	1	0	4	3	1	1	1.0	2	2013	11	16	6	11.5	42	1	1	2	3406	0.7588888890000001	0.223333333	0.271944444	0.0	0.1180555559999999	0.0	0	0.1825	1.5	0.67	0.0	0.336377
46310	9893	1	1	4	5	1	5	0.0	2	2013	11	16	6	12.75	65	1	0	1	5727	1.693055556	0.477777778	0.074722222	0.0	0.3933333329999999	0.0	0	0.2638888889999999	0.0	1.12	0.0	0.385263
46340	9897	2	1	3	1	1	4	1.0	2	2013	11	16	6	19.0	25	0	1	1	6776	1.673611111	0.606666667	0.316944444	0.2166666669999999	0.0	0.083333333	1	0.494722222	1.6	1.31	0.0	0.622684
46352	9899	1	0	4	4	1	5	0.0	2	2013	11	17	7	8.833333332999999	66	1	1	2	6677	1.6397222219999998	0.435	0.105833333	0.0	0.436111111	0.148055556	1	0.286111111	0.0	1.02	0.0	0.1563109999999999
46353	9899	1	1	4	4	1	5	0.0	2	2013	11	17	7	16.5	66	1	1	2	6677	1.636944444	0.436944444	0.105833333	0.2	0.1566666669999999	0.2	1	0.310277778	0.0	1.04	0.0	0.179946
46401	9904	0	3	3	3	6	1	1.0	2	2013	11	17	7	16.01666667	21	1	0	0	1768	0.480555556	0.182222222	0.056944444	0.0	0.261111111	0.0	0	0.194722222	1.5	0.41	0.0	0.6718970000000001
46408	9906	0	1	4	3	1	1	1.0	2	2013	11	17	7	11.0	51	1	1	2	2820	0.713888889	0.222777778	0.136666667	0.0	0.244722222	0.0	0	0.225277778	1.5	0.57	0.0	0.425401
46451	9915	0	2	4	3	2	5	0.0	2	2013	11	18	1	22.0	67	1	0	1	13029	3.0527777780000003	0.87	0.085833333	0.0	0.804722222	0.1838888889999999	2	0.4927777779999999	0.0	1.84	0.0	0.191094
46464	9919	0	4	1	3	2	1	1.0	2	2013	11	18	1	17.7	31	1	1	1	514	0.158888889	0.0505555559999999	0.058888889	0.0	0.0475	0.0	0	0.051388889	1.5	0.1	0.0	0.2702699999999999
46467	9920	0	2	4	4	2	1	1.0	2	2013	11	18	1	12.0	46	1	1	2	2421	0.6216666670000001	0.2075	0.18	0.0	0.271944444	0.0	0	0.213333333	1.5	0.45	10.5	0.828125
46472	9921	0	1	1	5	1	1	1.0	2	2013	11	19	2	9.0	33	1	1	2	1249	0.309722222	0.171388889	0.121388889	0.066666667	0.0	0.0	0	0.190277778	2.4	0.44	0.0	0.735766
46500	9925	1	5	4	3	1	5	0.0	2	2013	11	19	2	18.83333333	78	0	1	1	1743	0.449444444	0.131944444	0.133611111	0.0	0.1041666669999999	0.0	0	0.120833333	0.0	0.36	0.0	0.14023
46519	9928	6	0	4	4	1	1	1.0	2	2013	11	19	2	6.0	20	0	1	1	1045	0.339444444	0.0875	0.153888889	0.0	0.0736111109999999	0.0	0	0.085833333	1.5	0.27	0.0	0.00970874
46533	9931	0	5	1	5	2	1	1.0	2	2013	11	20	3	17.91666667	59	0	1	1	462	0.121388889	0.0605555559999999	0.098333333	0.016666667	0.0	0.0	0	0.0841666669999999	2.4	0.12	10.5	0.462046
46546	9933	5	0	4	2	1	5	0.0	2	2013	11	20	3	8.75	5	0	0	1	588	0.173333333	0.056666667	0.090277778	0.0	0.031944444	0.0	0	0.0461111109999999	0.0	0.12	0.0	0.216867
46559	9935	1	0	4	1	2	1	1.0	2	2013	11	20	3	7.416666667	46	1	1	2	3856	1.33	0.346388889	0.075555556	0.1	0.171111111	0.2	2	0.275555556	4.7	0.74	0.0	0.429435
46592	9942	2	1	3	2	1	2	0.0	2	2013	11	20	3	16.0	16	0	0	1	18125	4.166388888999999	1.252777778	0.293611111	0.6166666670000001	0.0	0.1	1	0.963333333	2.7	3.15	10.5	0.578431
46599	9943	1	0	1	3	1	5	0.0	2	2013	11	21	4	10.5	78	0	0	1	321	0.061388889	0.012777778	0.0213888889999999	0.0	0.0194444439999999	0.0	0	0.020833333	0.0	0.05	0.0	0.266667
